variable_name,data_group,variable1,variable1_definition,variable2,variable2_definition,code1,code1_definition,code2,code2_definition
BPL1_1_EMPSTAT_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",1,Alabama,0,N/A
BPL1_1_EMPSTAT_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",1,Alabama,1,Employed
BPL1_1_EMPSTAT_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",1,Alabama,2,Unemployed
BPL1_1_EMPSTAT_3,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",1,Alabama,3,Not in labor force
BPL1_1_GRADEATT_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,1,Alabama,0,N/A
BPL1_1_GRADEATT_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,1,Alabama,1,Nursery school/preschool
BPL1_1_GRADEATT_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,1,Alabama,2,Kindergarten
BPL1_1_GRADEATT_3,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,1,Alabama,3,Grade 1 to grade 4
BPL1_1_GRADEATT_4,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,1,Alabama,4,Grade 5 to grade 8
BPL1_1_GRADEATT_5,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,1,Alabama,5,Grade 9 to grade 12
BPL1_1_GRADEATT_6,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,1,Alabama,6,College undergraduate
BPL1_1_GRADEATT_7,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,1,Alabama,7,Graduate or professional school
BPL1_1_SCHLTYPE1_No_NA,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,1,Alabama,No_NA,N/A or not enrolled
BPL1_1_SCHLTYPE1_Private,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,1,Alabama,Private,Private school
BPL1_1_SCHLTYPE1_Public,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,1,Alabama,Public,Public school
BPL1_1_SPEAKENG1_NA,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,1,Alabama,NA,NA
BPL1_1_SPEAKENG1_No,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,1,Alabama,No,No
BPL1_1_SPEAKENG1_Yes,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,1,Alabama,Yes,Yes
BPL1_1_TRANWORK1_50,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,1,Alabama,50,Walked only
BPL1_1_TRANWORK1_Auto,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,1,Alabama,Auto,Automobile
BPL1_1_TRANWORK1_Bus,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,1,Alabama,Bus,Bus
BPL1_1_TRANWORK1_NA,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,1,Alabama,NA,N/A
BPL1_1_TRANWORK1_Other,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,1,Alabama,Other,Other
BPL1_1_TRANWORK1_Subway,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,1,Alabama,Subway,Subway or elevated
BPL1_1_TRANWORK1_WFH,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,1,Alabama,WFH,Worked at home
BPL1_1_VETSTAT_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,1,Alabama,0,N/A
BPL1_1_VETSTAT_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,1,Alabama,1,Not a veteran
BPL1_1_VETSTAT_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,1,Alabama,2,Veteran
BPL1_20_CARPOOL_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,20,Kansas,0,N/A
BPL1_20_CARPOOL_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,20,Kansas,1,Drives alone
BPL1_20_CARPOOL_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,20,Kansas,2,Carpools
BPL1_20_CITIZEN_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CITIZEN,CITIZEN is a personal variable that reports whether respondents are naturalized citizens or non-citizens.,20,Kansas,0,N/A
BPL1_20_CLASSWKR_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,20,Kansas,0,N/A
BPL1_20_CLASSWKR_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,20,Kansas,1,Self-employed
BPL1_20_CLASSWKR_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,20,Kansas,2,Works for wages
BPL1_20_COMMUSE_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,20,Kansas,0,N/A
BPL1_20_COMMUSE_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,20,Kansas,1,No commercial use
BPL1_20_COMMUSE_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,20,Kansas,2,"Yes, used commercially"
BPL1_20_DIFFCARE_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,20,Kansas,0,N/A
BPL1_20_DIFFCARE_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,20,Kansas,1,No
BPL1_20_DIFFCARE_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,20,Kansas,2,Yes
BPL1_20_EDUC1_1_8,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",20,Kansas,1_8,Nursery school to grade 8
BPL1_20_EDUC1_9_12,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",20,Kansas,9_12,Grades 9-12
BPL1_20_EDUC1_C1_C3,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",20,Kansas,C1_C3,1-3 years of college
BPL1_20_EDUC1_C4_High,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",20,Kansas,C4_High,4+ years of college
BPL1_20_EDUC1_Low-No,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",20,Kansas,Low-No,N/A or no schooling
BPL1_20_EMPSTAT_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",20,Kansas,0,N/A
BPL1_20_EMPSTAT_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",20,Kansas,1,Employed
BPL1_20_EMPSTAT_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",20,Kansas,2,Unemployed
BPL1_20_EMPSTAT_3,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",20,Kansas,3,Not in labor force
BPL1_20_GRADEATT_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,20,Kansas,0,N/A
BPL1_20_GRADEATT_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,20,Kansas,1,Nursery school/preschool
BPL1_20_GRADEATT_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,20,Kansas,2,Kindergarten
BPL1_20_GRADEATT_3,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,20,Kansas,3,Grade 1 to grade 4
BPL1_20_GRADEATT_4,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,20,Kansas,4,Grade 5 to grade 8
BPL1_20_GRADEATT_5,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,20,Kansas,5,Grade 9 to grade 12
BPL1_20_GRADEATT_6,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,20,Kansas,6,College undergraduate
BPL1_20_GRADEATT_7,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,20,Kansas,7,Graduate or professional school
BPL1_20_SCHLTYPE1_No_NA,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,20,Kansas,No_NA,N/A or not enrolled
BPL1_20_SCHLTYPE1_Private,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,20,Kansas,Private,Private school
BPL1_20_SCHLTYPE1_Public,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,20,Kansas,Public,Public school
BPL1_20_SPEAKENG1_NA,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,20,Kansas,NA,NA
BPL1_20_SPEAKENG1_No,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,20,Kansas,No,No
BPL1_20_SPEAKENG1_Yes,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,20,Kansas,Yes,Yes
BPL1_20_TRANWORK1_50,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,20,Kansas,50,Walked only
BPL1_20_TRANWORK1_Auto,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,20,Kansas,Auto,Automobile
BPL1_20_TRANWORK1_Bus,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,20,Kansas,Bus,Bus
BPL1_20_TRANWORK1_NA,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,20,Kansas,NA,N/A
BPL1_20_TRANWORK1_Other,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,20,Kansas,Other,Other
BPL1_20_TRANWORK1_Subway,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,20,Kansas,Subway,Subway or elevated
BPL1_20_TRANWORK1_WFH,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,20,Kansas,WFH,Worked at home
BPL1_20_VETSTAT_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,20,Kansas,0,N/A
BPL1_20_VETSTAT_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,20,Kansas,1,Not a veteran
BPL1_20_VETSTAT_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,20,Kansas,2,Veteran
BPL1_21_CARPOOL_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,21,Kentucky,0,N/A
BPL1_21_CARPOOL_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,21,Kentucky,1,Drives alone
BPL1_21_CARPOOL_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,21,Kentucky,2,Carpools
BPL1_21_CITIZEN_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CITIZEN,CITIZEN is a personal variable that reports whether respondents are naturalized citizens or non-citizens.,21,Kentucky,0,N/A
BPL1_21_CLASSWKR_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,21,Kentucky,0,N/A
BPL1_21_CLASSWKR_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,21,Kentucky,1,Self-employed
BPL1_21_CLASSWKR_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,21,Kentucky,2,Works for wages
BPL1_21_COMMUSE_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,21,Kentucky,0,N/A
BPL1_21_COMMUSE_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,21,Kentucky,1,No commercial use
BPL1_21_COMMUSE_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,21,Kentucky,2,"Yes, used commercially"
BPL1_21_DIFFCARE_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,21,Kentucky,0,N/A
BPL1_21_DIFFCARE_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,21,Kentucky,1,No
BPL1_21_DIFFCARE_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,21,Kentucky,2,Yes
BPL1_21_EDUC1_1_8,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",21,Kentucky,1_8,Nursery school to grade 8
BPL1_21_EDUC1_9_12,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",21,Kentucky,9_12,Grades 9-12
BPL1_21_EDUC1_C1_C3,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",21,Kentucky,C1_C3,1-3 years of college
BPL1_21_EDUC1_C4_High,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",21,Kentucky,C4_High,4+ years of college
BPL1_21_EDUC1_Low-No,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",21,Kentucky,Low-No,N/A or no schooling
BPL1_21_EMPSTAT_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",21,Kentucky,0,N/A
BPL1_21_EMPSTAT_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",21,Kentucky,1,Employed
BPL1_21_EMPSTAT_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",21,Kentucky,2,Unemployed
